player_name,rank_tier,lp,region_rank,match_history_ids
NickArdnihc#Nick,Master,91.0,67.0,"SG2_41416102,SG2_41414038,SG2_41409794,SG2_41347492,SG2_41347171,SG2_41271279,SG2_41266435,SG2_41259751,SG2_41209975,SG2_41206860,SG2_41207100,SG2_41145238,SG2_41096258,SG2_41091810,SG2_41089484,SG2_41058942,SG2_41059359,SG2_41045224,SG2_41041979,SG2_41042173,SG2_41039191,SG2_40990128,SG2_40875062,SG2_40818804,SG2_40819125,SG2_40807779,SG2_40807004,SG2_40799126,SG2_40794176,SG2_40705849,SG2_40656843,SG2_40658277,SG2_40655687,SG2_40614385,SG2_40613145,SG2_40611655,SG2_40608513,SG2_40514246,SG2_40512063,SG2_40509151"
ehahae#1455,Master,85.0,68.0,"SG2_41416237,SG2_41400137,SG2_41396171,SG2_41390532,SG2_41386758,SG2_41378184,SG2_41373228,SG2_41368722,SG2_41367264,SG2_41347932,SG2_41334320,SG2_41318289,SG2_41270161,SG2_41256331,SG2_41251075,SG2_41246842,SG2_41246210,SG2_41241721,SG2_41210887,SG2_41210264,SG2_41206408,SG2_41204099,SG2_41198199,SG2_41194233,SG2_41152654,SG2_41152111,SG2_41126344,SG2_41123106,SG2_41095694,SG2_41042173,SG2_41032700,SG2_41028866,SG2_41026449,SG2_41021490,SG2_41019320,SG2_40953539,SG2_40953134,SG2_40948962,SG2_40928881,SG2_40913258"
这游戏不知道怎么玩#3333,Master,81.0,69.0,"SG2_41424567,SG2_41423510,SG2_41368722,SG2_41367264,SG2_41365321,SG2_41362652,SG2_41359389,SG2_41359013,SG2_41357085,SG2_41220853,SG2_41157753,SG2_41160427,SG2_41159178,SG2_41124608,SG2_41124157,SG2_41104597,SG2_41077131,SG2_41072531,SG2_41050552,SG2_41052219,SG2_41023676,SG2_41021670,SG2_41000366,SG2_40998372,SG2_40970159,SG2_40968213,SG2_40965375,SG2_40963581,SG2_40948898,SG2_40945945,SG2_40946262,SG2_40941453,SG2_40939633,SG2_40915465,SG2_40911819,SG2_40909235,SG2_40908104,SG2_40903374,SG2_40903033,SG2_40901088"
Poppy Bryan#KEKW,Master,78.0,70.0,"SG2_41033516,SG2_41030372,SG2_41026170,SG2_40694495,SG2_40692358,SG2_40688589,SG2_40677350,SG2_40674893,SG2_40658101,SG2_40652923,SG2_40650647,SG2_40648247,SG2_40646361,SG2_40642353,SG2_40637802,SG2_40479827,SG2_40461901,SG2_40463550,SG2_40454716,SG2_40454151,SG2_40448464,SG2_40436513,SG2_40432240,SG2_40388329,SG2_40373544,SG2_40372385,SG2_40370053,SG2_40364789,SG2_40353277,SG2_40350682,SG2_40347546,SG2_40346082,SG2_40340517,SG2_40330151,SG2_40316220,SG2_40225494,SG2_40228056,SG2_40220170,SG2_40214826,SG2_40205512"
Sukon#NUT,Master,77.0,71.0,"SG2_41427655,SG2_41412231,SG2_41409374,SG2_41370622,SG2_41367710,SG2_41367094,SG2_41347171,SG2_41343620,SG2_41338903,SG2_41334426,SG2_41332091,SG2_41325607,SG2_41323264,SG2_41296720,SG2_41271279,SG2_41259751,SG2_41256794,SG2_41230558,SG2_41230075,SG2_41228326,SG2_41206860,SG2_41198884,SG2_41165079,SG2_41163607,SG2_41148784,SG2_41148304,SG2_41116643,SG2_41114359,SG2_41109959,SG2_41109646,SG2_41107349,SG2_41090973,SG2_41090551,SG2_41089484,SG2_41086103,SG2_41077131,SG2_41073343,SG2_41054502,SG2_41043432,SG2_41040683"
applejoy#poop,Master,77.0,72.0,"SG2_41441121,SG2_41330066,SG2_41171935,SG2_41133167,SG2_41108559,SG2_41059124,SG2_40959260,SG2_40955483,SG2_40871069,SG2_40853605,SG2_40852803,SG2_40852399,SG2_40827294,SG2_40822736,SG2_40799533,SG2_40799037,SG2_40770020,SG2_40625727,SG2_40615681,SG2_40613648,SG2_40612859,SG2_40609499,SG2_40610081,SG2_40604969,SG2_40560494,SG2_40545646,SG2_40441436,SG2_40441108,SG2_40439441,SG2_40304437,SG2_40096478,SG2_40069202,SG2_40064819,SG2_40005957,SG2_40004490,SG2_39991049,SG2_39966109,SG2_39962316,SG2_39950004,SG2_39944673"
aura#drrl,Master,66.0,73.0,"SG2_41439424,SG2_41437313,SG2_41434732,SG2_41435102,SG2_41431443,SG2_41407691,SG2_41403959,SG2_41402600,SG2_41385875,SG2_41383517,SG2_41377881,SG2_41376684,SG2_41373656,SG2_41329351,SG2_41320422,SG2_41310581,SG2_41306967,SG2_41285551,SG2_41281835,SG2_41281602,SG2_41272924,SG2_41271279,SG2_41268525,SG2_41175915,SG2_41109882,SG2_41112497,SG2_41111004,SG2_40067440,SG2_40063010,SG2_40061411,SG2_40055214,SG2_39975084,SG2_39968476,SG2_39946716,SG2_39947469,SG2_39943722,SG2_39944470,SG2_39940564,SG2_39930888,SG2_39930671"
嘉莉公主#qtpie,Master,64.0,74.0,"SG2_41181176,SG2_41179349,SG2_41080476,SG2_40963995,SG2_40960810,SG2_40739307,SG2_40739167,SG2_40736455,SG2_40736093,SG2_40705016,SG2_40702096,SG2_40699177,SG2_40361337,SG2_40353917,SG2_40355470,SG2_40346305,SG2_35344354,SG2_35180023,SG2_34877230,SG2_34871007,SG2_34777554,SG2_34772332,SG2_34761908,SG2_34754826,SG2_34667713,SG2_34660819,SG2_34385418,SG2_33316543,SG2_31755021,SG2_31480292,SG2_31292857,SG2_28083949,SG2_21457252,SG2_20484519,SG2_20484251,SG2_13328951,SG2_13328637,SG2_12493236,SG2_12340489,SG2_12253966"
橘内人#JNR,Master,63.0,75.0,"SG2_41441121,SG2_41435998,SG2_41418313,SG2_41417322,SG2_41416237,SG2_41414107,SG2_41410621,SG2_41400137,SG2_41323115,SG2_41317923,SG2_41318289,SG2_41316216,SG2_41256794,SG2_41251075,SG2_41246842,SG2_41246210,SG2_41241721,SG2_41239759,SG2_41126344,SG2_41124608,SG2_41123106,SG2_41119544,SG2_41119189,SG2_41115888,SG2_41113050,SG2_41111723,SG2_41095694,SG2_41096314,SG2_41090973,SG2_41089686,SG2_41043991,SG2_41045224,SG2_41041979,SG2_41042243,SG2_41040491,SG2_41037206,SG2_41032700,SG2_41028866,SG2_40986627,SG2_40985373"
Orca#2841,Master,63.0,76.0,"SG2_41392941,SG2_41391253,SG2_41385998,SG2_41384694,SG2_41381519,SG2_41243628,SG2_41241498,SG2_41199739,SG2_41196757,SG2_41191233,SG2_41187201,SG2_41146161,SG2_41144487,SG2_41138677,SG2_41089569,SG2_41086399,SG2_41085156,SG2_41078586,SG2_41076671,SG2_41076009,SG2_41040825,SG2_41040433,SG2_41037206,SG2_40610105,SG2_40372580,SG2_40369382,SG2_40335441,SG2_40231986,SG2_40199473,SG2_40200068,SG2_40189926,SG2_40193258,SG2_40190230,SG2_39866182,SG2_39828052,SG2_39825230,SG2_39746830,SG2_39725853,SG2_39709185,SG2_39701824"
Ash#Ionia,Master,62.0,77.0,"SG2_41440492,SG2_41404592,SG2_41401296,SG2_41397324,SG2_41381226,SG2_41377207,SG2_41364511,SG2_41363141,SG2_41338903,SG2_41338400,SG2_41334426,SG2_41317188,SG2_41314247,SG2_41312238,SG2_41298422,SG2_41295421,SG2_41292942,SG2_41291272,SG2_41266656,SG2_41244072,SG2_41239680,SG2_41237821,SG2_41173718,SG2_41173138,SG2_41169606,SG2_41166938,SG2_41168221,SG2_41162854,SG2_41118816,SG2_41115888,SG2_41114516,SG2_41093168,SG2_41016943,SG2_41014650,SG2_41016033,SG2_41012417,SG2_41006973,SG2_41006528,SG2_40996568,SG2_40973184"
lihlo#schly,Master,62.0,78.0,"SG2_41441121,SG2_41437313,SG2_41064190,SG2_40981687,SG2_40852685,SG2_40852399,SG2_40848630,SG2_40825651,SG2_40823991,SG2_40816190,SG2_40809750,SG2_40811187,SG2_40808422,SG2_40804923,SG2_40802656,SG2_40802227,SG2_40799533,SG2_40799037,SG2_40795414,SG2_40793036,SG2_40767925,SG2_40767243,SG2_40762668,SG2_40764181,SG2_40745616,SG2_40742862,SG2_40741209,SG2_40740638,SG2_40738020,SG2_40733786,SG2_40695486,SG2_40690794,SG2_40687696,SG2_40684507,SG2_40682675,SG2_40677838,SG2_40673539,SG2_40671863,SG2_40668936,SG2_40668641"
Fengwee#2500,Master,57.0,79.0,"SG2_41342354,SG2_41334645,SG2_41273687,SG2_41269853,SG2_41268525,SG2_41266150,SG2_41258630,SG2_41256131,SG2_41248567,SG2_41191583,SG2_41187621,SG2_41180325,SG2_41173718,SG2_41176115,SG2_41172418,SG2_41172005,SG2_40897294,SG2_40681335,SG2_40677995,SG2_40679371,SG2_40585809,SG2_40586391,SG2_40584204,SG2_40581670,SG2_40581267,SG2_40461292,SG2_40412351,SG2_40409180,SG2_40371665,SG2_40370053,SG2_40364832,SG2_40325632,SG2_40322325,SG2_40319761,SG2_40319130,SG2_40311757,SG2_40308988,SG2_40304939,SG2_40305598,SG2_40303424"
CAMP TOP OR LOSE#YNGMI,Master,54.0,80.0,"SG2_41359389,SG2_41321821,SG2_41300394,SG2_41248567,SG2_41123106,SG2_41117819,SG2_41075930,SG2_41076229,SG2_41072376,SG2_41066660,SG2_41036392,SG2_41031424,SG2_40979265,SG2_40911412,SG2_40903962,SG2_40902626,SG2_40899527,SG2_40897294,SG2_40896173,SG2_40891893,SG2_40891652,SG2_40888941,SG2_40815202,SG2_40800576,SG2_40646134,SG2_40592524,SG2_40588948,SG2_40582816,SG2_40583324,SG2_40575796,SG2_40559428,SG2_40554908,SG2_40551901,SG2_40550247,SG2_40546051,SG2_40541468,SG2_40532900,SG2_40502074,SG2_40497136,SG2_40492242"
Old God Volibear#STORM,Master,49.0,81.0,"SG2_41363021,SG2_41317496,SG2_41315504,SG2_41238354,SG2_41114154,SG2_41111830,SG2_41063505,SG2_41009410,SG2_41006659,SG2_40945945,SG2_40941453,SG2_40898369,SG2_40896445,SG2_40893453,SG2_40861207,SG2_40854333,SG2_40848795,SG2_40844786,SG2_40833747,SG2_40834403,SG2_40814436,SG2_40777798,SG2_40746317,SG2_40739918,SG2_40737613,SG2_40723664,SG2_40707853,SG2_40690794,SG2_40686882,SG2_40687247,SG2_40682952,SG2_40677070,SG2_40672912,SG2_40668662,SG2_40669155,SG2_40664706,SG2_40656673,SG2_40656214,SG2_40632860,SG2_40632435"
Davin#2889,Master,43.0,82.0,"SG2_41381519,SG2_41378521,SG2_41376410,SG2_41373228,SG2_41366427,SG2_41362870,SG2_40592074,SG2_40590539,SG2_40586948,SG2_40586824,SG2_40587175,SG2_40267295,SG2_40261549,SG2_40201784,SG2_40201389,SG2_40203041,SG2_40197728,SG2_40200244,SG2_40192890,SG2_40190729,SG2_40171406,SG2_40170448,SG2_40120688,SG2_40120245,SG2_40024144,SG2_40022410,SG2_40020567,SG2_40010627,SG2_39914400,SG2_39911211,SG2_39908351,SG2_39906110,SG2_39893692,SG2_39877760,SG2_39856001,SG2_39851269,SG2_39834943,SG2_39837151,SG2_39832313,SG2_39826968"
dcor#sstar,Master,42.0,83.0,"SG2_41401296,SG2_41397324,SG2_41390908,SG2_41389143,SG2_41385875,SG2_41385269,SG2_41381936,SG2_41375077,SG2_41373033,SG2_41368722,SG2_41367264,SG2_41362652,SG2_41338903,SG2_41337027,SG2_41332729,SG2_41327447,SG2_41323295,SG2_41320422,SG2_41317188,SG2_41316305,SG2_41312815,SG2_41310581,SG2_41308333,SG2_41305136,SG2_41301748,SG2_41301112,SG2_41300394,SG2_41285747,SG2_41285267,SG2_41077131,SG2_41030240,SG2_41027241,SG2_41021630,SG2_41017824,SG2_41016743,SG2_40979265,SG2_40974567,SG2_40973184,SG2_40969512,SG2_40965667"
giInKoYD#5690,Master,42.0,84.0,"SG2_41418109,SG2_41414831,SG2_41415381,SG2_41349989,SG2_41351197,SG2_41347932,SG2_41346929,SG2_41268603,SG2_41263775,SG2_41262357,SG2_41259729,SG2_41257055,SG2_41254426,SG2_41250717,SG2_41252004,SG2_41213614,SG2_41216261,SG2_41210887,SG2_41211257,SG2_41206686,SG2_41198884,SG2_41188843,SG2_41180566,SG2_41175915,SG2_41176115,SG2_41172418,SG2_41172005,SG2_41167442,SG2_41165079,SG2_41162463,SG2_41160994,SG2_41146955,SG2_41146161,SG2_41144271,SG2_41140638,SG2_41135730,SG2_41130984,SG2_41127698,SG2_41124571,SG2_41090392"
我很想你#0724,Master,42.0,85.0,"SG2_41418313,SG2_41417322,SG2_41284678,SG2_41266435,SG2_41261670,SG2_41259157,SG2_41213614,SG2_41206686,SG2_41199739,SG2_41186030,SG2_40893844,SG2_40806969,SG2_40808204,SG2_40807004,SG2_40798973,SG2_40800576,SG2_40793893,SG2_40793180,SG2_40787901,SG2_40788434,SG2_40619892,SG2_40619641,SG2_40619452,SG2_40613934,SG2_40613271,SG2_40609957,SG2_40547362,SG2_40540963,SG2_40514085,SG2_40509671,SG2_40430718,SG2_40428761,SG2_40372811,SG2_40371665,SG2_40353277,SG2_40329394,SG2_40330151,SG2_40309453,SG2_40307853,SG2_40229192"
SKT Faker#zzy,Master,41.0,86.0,"SG2_41246305,SG2_41243390,SG2_41130984,SG2_41132326,SG2_41124608,SG2_41124157,SG2_41117819,SG2_40863834,SG2_40539734,SG2_40513700,SG2_40514246,SG2_40508453,SG2_40506639,SG2_40506010,SG2_40500507,SG2_40492895,SG2_40407347,SG2_40401005,SG2_40365938,SG2_40271862,SG2_40268212,SG2_40265776,SG2_40261549,SG2_40262192,SG2_40260603,SG2_40231461,SG2_40227633,SG2_40221926,SG2_40219425,SG2_40176367,SG2_40172287,SG2_40166945,SG2_40170259,SG2_40147564,SG2_40115578,SG2_40115098,SG2_40059727,SG2_40060119,SG2_40055767,SG2_40056257"
Worcestershire#7high,Master,37.0,87.0,"SG2_41420829,SG2_41418313,SG2_41414625,SG2_41409794,SG2_41405882,SG2_41402600,SG2_41396993,SG2_41392941,SG2_41389985,SG2_41239192,SG2_41235777,SG2_41234168,SG2_41230558,SG2_41230075,SG2_41228326,SG2_41224766,SG2_41221787,SG2_41215937,SG2_41211085,SG2_41196093,SG2_41192050,SG2_41172327,SG2_41167685,SG2_41165079,SG2_41160994,SG2_41150888,SG2_41151454,SG2_41148937,SG2_41146527,SG2_41144271,SG2_41140319,SG2_41136650,SG2_41129746,SG2_41127698,SG2_41107349,SG2_41101904,SG2_41104597,SG2_41101257,SG2_41096314,SG2_41090973"
MinatoAqua#8781,Master,37.0,88.0,"SG2_41435998,SG2_41434732,SG2_41435102,SG2_41430127,SG2_41427655,SG2_41427027,SG2_41391857,SG2_41392197,SG2_41378195,SG2_41375533,SG2_41359375,SG2_41285551,SG2_41284678,SG2_41243628,SG2_41241498,SG2_41233418,SG2_41231739,SG2_41230558,SG2_41228326,SG2_41225204,SG2_41222872,SG2_41222666,SG2_41221477,SG2_41220853,SG2_41218574,SG2_41219353,SG2_41220212,SG2_41153001,SG2_41152654,SG2_41143504,SG2_41137898,SG2_41139343,SG2_41095768,SG2_41096314,SG2_41086875,SG2_41088336,SG2_41083759,SG2_41079854,SG2_41077044,SG2_41072644"
Yan#13112,Master,37.0,89.0,"SG2_41391453,SG2_41380472,SG2_41345906,SG2_41346442,SG2_41342627,SG2_41338947,SG2_41336629,SG2_41336042,SG2_41330353,SG2_41324950,SG2_41308087,SG2_41302360,SG2_41257247,SG2_41253510,SG2_41252067,SG2_41247479,SG2_41243628,SG2_41230760,SG2_41228937,SG2_41179349,SG2_41173718,SG2_41172005,SG2_41167685,SG2_41145455,SG2_41141922,SG2_41141211,SG2_41119544,SG2_41117113,SG2_41116643,SG2_41043432,SG2_40988848,SG2_40988397,SG2_40983960,SG2_40982021,SG2_40976376,SG2_40963258,SG2_40962069,SG2_40732798,SG2_40700320,SG2_40609499"
jetix8#SG2,Master,35.0,90.0,"SG2_41381519,SG2_41378521,SG2_41376410,SG2_41373228,SG2_41366427,SG2_41362870,SG2_40592074,SG2_40590539,SG2_40586948,SG2_40586824,SG2_40587175,SG2_40267295,SG2_40261549,SG2_40201784,SG2_40201389,SG2_40203041,SG2_40197728,SG2_40200244,SG2_40192890,SG2_40190729,SG2_40120688,SG2_40120245,SG2_40024144,SG2_40022410,SG2_40020567,SG2_40010627,SG2_39914400,SG2_39911211,SG2_39908351,SG2_39906110,SG2_39893692,SG2_39877760,SG2_39856001,SG2_39851269,SG2_39834943,SG2_39837151,SG2_39832313,SG2_39826968,SG2_39828586,SG2_39532048"
gummi#2884,Master,34.0,91.0,"SG2_41370622,SG2_41370070,SG2_41344965,SG2_41343620,SG2_41338903,SG2_41338400,SG2_41332584,SG2_41327447,SG2_41323808,SG2_41321129,SG2_41317340,SG2_41314247,SG2_41310840,SG2_41309355,SG2_41254069,SG2_41249355,SG2_41246585,SG2_41244632,SG2_41241498,SG2_41239634,SG2_41240141,SG2_41236897,SG2_41204560,SG2_41198884,SG2_41196757,SG2_41192050,SG2_41185464,SG2_41183726,SG2_41140319,SG2_41136855,SG2_41129746,SG2_41130146,SG2_41126344,SG2_41124608,SG2_41121355,SG2_41076671,SG2_41030582,SG2_41029158,SG2_41026200,SG2_40980377"
I WILL INT YOU#L 9,Master,34.0,92.0,"SG2_41167442,SG2_41165079,SG2_41162463,SG2_41007013,SG2_41003517,SG2_41001470,SG2_41001232,SG2_40998844,SG2_41000366,SG2_40998372,SG2_40987374,SG2_40982667,SG2_40979951,SG2_40979163,SG2_40974567,SG2_40973120,SG2_40970059,SG2_40966258,SG2_40962569,SG2_40961151,SG2_40959260,SG2_40955795,SG2_40955155,SG2_40949719,SG2_40948532,SG2_40946372,SG2_40945207,SG2_40942742,SG2_40942094,SG2_40927388,SG2_40902919,SG2_40800156,SG2_40795588,SG2_40793036,SG2_40789397,SG2_40576830,SG2_40576464,SG2_40574875,SG2_40573285,SG2_40571972"
Beumchan Lee#IDN,Master,29.0,93.0,"SG2_41258369,SG2_41128489,SG2_41123795,SG2_41122352,SG2_41072376,SG2_41071041,SG2_41026170,SG2_41025106,SG2_40985948,SG2_40984790,SG2_40981701,SG2_40970443,SG2_40966858,SG2_40967166,SG2_40874849,SG2_40874406,SG2_40873006,SG2_40869267,SG2_40867467,SG2_40865318,SG2_40802659,SG2_40804160,SG2_40703355,SG2_40699566,SG2_40555711,SG2_40551901,SG2_40448356,SG2_40446632,SG2_40362346,SG2_40351885,SG2_40353277,SG2_40345158,SG2_40302699,SG2_40302485,SG2_40299408,SG2_40223321,SG2_40201580,SG2_40163492,SG2_40161088,SG2_40065284"
JOHN PORK#3731,Master,28.0,94.0,"SG2_41248591,SG2_41235777,SG2_41236261,SG2_41234168,SG2_41230760,SG2_41228937,SG2_41216387,SG2_41209887,SG2_41211085,SG2_41201763,SG2_41198884,SG2_41195987,SG2_41196093,SG2_41192050,SG2_41186030,SG2_41181556,SG2_41180952,SG2_41177591,SG2_41178145,SG2_41176466,SG2_41171935,SG2_41169389,SG2_41152449,SG2_41146955,SG2_41148304,SG2_41141922,SG2_41143403,SG2_41137807,SG2_41140247,SG2_41136855,SG2_41131837,SG2_41132016,SG2_41126268,SG2_41118808,SG2_41119544,SG2_41119189,SG2_41113809,SG2_41114359,SG2_41098074,SG2_41087675"
zyb#SG2,Master,28.0,95.0,"SG2_41424567,SG2_41209760,SG2_41205871,SG2_41202584,SG2_41111004,SG2_41107923,SG2_41001470,SG2_40999653,SG2_40963258,SG2_40962069,SG2_40960164,SG2_40958006,SG2_40955155,SG2_40949719,SG2_40899552,SG2_40897294,SG2_40837060,SG2_40836744,SG2_40833747,SG2_40836272,SG2_40834119,SG2_40811494,SG2_40790938,SG2_40787901,SG2_40773639,SG2_40734315,SG2_40730864,SG2_40732416,SG2_40690416,SG2_40686802,SG2_40687247,SG2_40682952,SG2_40643276,SG2_40636716,SG2_40607713,SG2_40585497,SG2_40587175,SG2_40580904,SG2_40580490,SG2_40566083"
beef boss#beef,Master,27.0,96.0,"SG2_41439424,SG2_41437313,SG2_41434732,SG2_41362870,SG2_41363021,SG2_41332889,SG2_41332150,SG2_41323115,SG2_41317923,SG2_41318289,SG2_41032700,SG2_41028866,SG2_40948962,SG2_40928881,SG2_40909137,SG2_40891496,SG2_40875458,SG2_40838117,SG2_40818453,SG2_40815385,SG2_40785788,SG2_40702134,SG2_40695778,SG2_40692622,SG2_40674975,SG2_40673539,SG2_40643861,SG2_40643171,SG2_40637687,SG2_40625316,SG2_40612733,SG2_40487589,SG2_40486220,SG2_40466715,SG2_40464453,SG2_40439441,SG2_40325632,SG2_40300351,SG2_40260070,SG2_40172287"
Mossy#Fire,Master,25.0,97.0,"SG2_41431443,SG2_41428635,SG2_41428268,SG2_41389985,SG2_41386990,SG2_41384694,SG2_41250806,SG2_41244632,SG2_41239899,SG2_41236558,SG2_41230558,SG2_40968213,SG2_40965375,SG2_40960423,SG2_40853349,SG2_40851730,SG2_40849499,SG2_40846538,SG2_40845195,SG2_40841237,SG2_40812803,SG2_40571988,SG2_40537344,SG2_40532351,SG2_40529323,SG2_40525886,SG2_40525235,SG2_40523778,SG2_40522524,SG2_40350042,SG2_40346107,SG2_40344601,SG2_40305978,SG2_40307449,SG2_39988591,SG2_39990143,SG2_39987309,SG2_39983482,SG2_39982312,SG2_39978735"
다포이 제너#KHY,Master,24.0,98.0,"SG2_41264923,SG2_41261916,SG2_41257816,SG2_41246585,SG2_41077131,SG2_41073343,SG2_41071177,SG2_41066660,SG2_41066220,SG2_41063831,SG2_41025820,SG2_41023384,SG2_41019776,SG2_41017520,SG2_41016336,SG2_40916822,SG2_40916143,SG2_40909915,SG2_40909235,SG2_40743746,SG2_40741209,SG2_40738774,SG2_40739307,SG2_40736947,SG2_40736455,SG2_40639117,SG2_40633597,SG2_40635153,SG2_40631767,SG2_40628874,SG2_40542558,SG2_40444817,SG2_40442672,SG2_40440343,SG2_40437848,SG2_40439350,SG2_40353355,SG2_40350682,SG2_40349619,SG2_40349322"
DungeonStrife#3469,Master,22.0,99.0,"SG2_41434732,SG2_41296720,SG2_41291772,SG2_41236897,SG2_41236261,SG2_41232529,SG2_41077887,SG2_41023951,SG2_41021127,SG2_40674321,SG2_40672083,SG2_40561822,SG2_40563100,SG2_40560031,SG2_40535489,SG2_40530919,SG2_40530228,SG2_40491606,SG2_40483852,SG2_40483303,SG2_40458445,SG2_40455596,SG2_40450859,SG2_40446022,SG2_40437722,SG2_40437193,SG2_40434607,SG2_40432240,SG2_40430718,SG2_40428761,SG2_40415760,SG2_40415060,SG2_40406979,SG2_40404364,SG2_40394763,SG2_40395217,SG2_40388485,SG2_40390179,SG2_40199030,SG2_40194658"
Baxcalibur#0997,Master,22.0,100.0,"SG2_41400137,SG2_41396171,SG2_41390532,SG2_41386758,SG2_41379890,SG2_41377881,SG2_41376684,SG2_41374276,SG2_41372082,SG2_41366818,SG2_41367044,SG2_41256331,SG2_41251075,SG2_41246842,SG2_41246210,SG2_41241721,SG2_41230558,SG2_41230075,SG2_41228326,SG2_41210887,SG2_41210264,SG2_41206408,SG2_41168717,SG2_41167442,SG2_41165079,SG2_41163607,SG2_41160994,SG2_41045690,SG2_41043991,SG2_41032700,SG2_41028866,SG2_41026449,SG2_41021490,SG2_41019320,SG2_40814499,SG2_40812654,SG2_40809123,SG2_40806488,SG2_40805033,SG2_40773536"
